infa;infb;infc;infd;infe;inff;infg;infg;infi;infj;infk;infl;infm;infn;info;infp;infq;infr;infs;inft;infu;infv;infw;infx;infy;infz;data1;data2;data3;data4
20240130;103002474;INDNEGOCIO;7;25;20250315;0;159.34;REG;;98.16;57.68;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002474;INDNEGOCIO;7;26;20250415;0;159.34;REG;;96.22;59.62;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002474;INDNEGOCIO;7;27;20250515;0;159.34;REG;;102.34;53.5;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002474;INDNEGOCIO;7;28;20250615;0;159.34;REG;;105.08;50.76;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002474;INDNEGOCIO;7;29;20250715;0;159.34;REG;;111.28;44.56;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002474;INDNEGOCIO;7;30;20250815;0;159.34;REG;;114.73;41.11;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002474;INDNEGOCIO;7;31;20250915;0;159.34;REG;;119.85;35.99;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002474;INDNEGOCIO;7;32;20251015;0;159.34;REG;;126.2;29.64;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002474;INDNEGOCIO;7;33;20251115;0;159.34;REG;;130.82;25.02;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002474;INDNEGOCIO;7;34;20251215;0;159.34;REG;;137.29;18.55;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002474;INDNEGOCIO;7;35;20260115;0;159.34;REG;;142.78;13.06;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002474;INDNEGOCIO;7;36;20260215;0;160.07;REG;;149.88;6.69;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009564;CREDIND;7;1;20230821;2;1768.39;REG;;0;1677.39;0;0;0;0;0;91;1677.39;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009564;CREDIND;7;2;20230921;2;1156.87;REG;;753.4;139.55;0;0;0;0;0;263.92;139.55;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009564;CREDIND;7;3;20231021;2;1139.56;REG;;833.2;94.27;0;0;0;0;0;212.09;94.27;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009564;CREDIND;7;4;20231121;2;1111.86;REG;;913.4;50.99;0;0;0;0;0;147.47;50.99;0;0;0;0;0;0;0;0;0;19000101;
20240130;102010052;CREDIND;7;1;20230923;2;582.76;REG;;0;544.26;0;0;0;0;0;38.5;544.26;0;0;0;0;0;0;0;0;0;19000101;
20240130;102010052;CREDIND;7;2;20231023;2;447.95;REG;;303.01;53.97;0;0;0;0;0;90.97;53.97;0;0;0;0;0;0;0;0;0;19000101;
20240130;102010052;CREDIND;7;3;20231123;2;437.63;REG;;331.39;38.91;0;0;0;0;0;67.33;38.91;0;0;0;0;0;0;0;0;0;19000101;
20240130;102010052;CREDIND;7;4;20231223;2;425.95;REG;;365.6;19.73;0;0;0;0;0;40.62;19.73;0;0;0;0;0;0;0;0;0;19000101;
20240130;108000006;CONSTRNEG;7;1;20231123;2;899.2;REG;;430.39;377.81;0;0;0;0;0;91;377.81;0;0;0;0;0;0;0;0;0;19000101;
20240130;108000006;CONSTRNEG;7;2;20231223;2;878.6;REG;;454.05;354.58;0;0;0;0;0;69.97;354.58;0;0;0;0;0;0;0;0;0;19000101;
20240130;108000006;CONSTRNEG;7;3;20240123;2;853.94;REG;;467.71;341.37;0;0;0;0;0;44.86;341.37;0;0;0;0;0;0;0;0;0;19000101;
20240130;108000006;CONSTRNEG;7;4;20240223;1;848.2;REG;;494.28;315.27;0;0;0;0;0;38.65;69.69;0;0;0;0;0;0;0;0;0;19000101;
20240130;108000006;CONSTRNEG;7;5;20240323;0;848.2;REG;;541.41;268.64;0;0;0;0;0;38.15;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;108000006;CONSTRNEG;7;6;20240423;0;848.2;REG;;553.14;257.45;0;0;0;0;0;37.61;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;108000006;CONSTRNEG;7;7;20240523;0;848.2;REG;;592.07;219.07;0;0;0;0;0;37.06;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;108000006;CONSTRNEG;7;8;20240624;0;848.2;REG;;611.78;199.95;0;0;0;0;0;36.47;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;108000006;CONSTRNEG;7;9;20240724;0;848.2;REG;;658.24;154.1;0;0;0;0;0;35.86;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;108000006;CONSTRNEG;7;10;20240823;0;848.2;REG;;694.43;118.57;0;0;0;0;0;35.2;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;108000006;CONSTRNEG;7;11;20240923;0;848.2;REG;;729.83;83.87;0;0;0;0;0;34.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;108000006;CONSTRNEG;7;12;20241023;0;848.14;REG;;772.67;41.7;0;0;0;0;0;33.77;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;301000030;INDNEGOCIO;7;1;20230505;2;431.58;REG;;0;418.08;0;0;0;0;0;13.5;418.08;0;0;0;0;0;0;0;0;0;19000101;
20240130;301000030;INDNEGOCIO;7;2;20230605;2;107.89;REG;;33.1;51.63;0;0;0;0;0;23.16;51.63;0;0;0;0;0;0;0;0;0;19000101;
20240130;301000030;INDNEGOCIO;7;3;20230705;2;108.63;REG;;36.12;48.61;0;0;0;0;0;23.9;48.61;0;0;0;0;0;0;0;0;0;19000101;
20240130;301000030;INDNEGOCIO;7;4;20230805;2;107.07;REG;;35.96;48.77;0;0;0;0;0;22.34;48.77;0;0;0;0;0;0;0;0;0;19000101;
20240130;301000030;INDNEGOCIO;7;5;20230905;2;105.57;REG;;37.45;47.28;0;0;0;0;0;20.84;47.28;0;0;0;0;0;0;0;0;0;19000101;
20240130;301000030;INDNEGOCIO;7;6;20231005;2;104.08;REG;;40.5;44.23;0;0;0;0;0;19.35;44.23;0;0;0;0;0;0;0;0;0;19000101;
20240130;301000030;INDNEGOCIO;7;7;20231106;2;102.48;REG;;39.21;45.52;0;0;0;0;0;17.75;45.52;0;0;0;0;0;0;0;0;0;19000101;
20240130;301000030;INDNEGOCIO;7;8;20231205;2;101.59;REG;;45.08;39.65;0;0;0;0;0;16.86;39.65;0;0;0;0;0;0;0;0;0;19000101;
20240130;301000030;INDNEGOCIO;7;9;20240105;2;99.73;REG;;44.15;40.58;0;0;0;0;0;15;40.58;0;0;0;0;0;0;0;0;0;19000101;
20240130;301000030;INDNEGOCIO;7;10;20240205;1;98.23;REG;;45.97;38.76;0;0;0;0;0;13.5;31.15;0;0;0;0;0;0;0;0;0;19000101;
20240130;301000030;INDNEGOCIO;7;11;20240305;0;98.23;REG;;50.29;34.44;0;0;0;0;0;13.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;301000030;INDNEGOCIO;7;12;20240405;0;98.23;REG;;49.95;34.78;0;0;0;0;0;13.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;301000030;INDNEGOCIO;7;13;20240506;0;98.23;REG;;52.01;32.72;0;0;0;0;0;13.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;301000030;INDNEGOCIO;7;14;20240605;0;98.23;REG;;55.16;29.57;0;0;0;0;0;13.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;301000030;INDNEGOCIO;7;15;20240705;0;98.23;REG;;57.37;27.36;0;0;0;0;0;13.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;301000030;INDNEGOCIO;7;16;20240805;0;98.23;REG;;58.81;25.92;0;0;0;0;0;13.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;301000030;INDNEGOCIO;7;17;20240905;0;98.23;REG;;61.23;23.5;0;0;0;0;0;13.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;301000030;INDNEGOCIO;7;18;20241005;0;98.23;REG;;64.45;20.28;0;0;0;0;0;13.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;301000030;INDNEGOCIO;7;19;20241105;0;98.23;REG;;66.43;18.3;0;0;0;0;0;13.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;301000030;INDNEGOCIO;7;20;20241205;0;98.23;REG;;69.68;15.05;0;0;0;0;0;13.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;301000030;INDNEGOCIO;7;21;20250106;0;98.23;REG;;71.63;13.1;0;0;0;0;0;13.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;301000030;INDNEGOCIO;7;22;20250205;0;98.23;REG;;75.33;9.4;0;0;0;0;0;13.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;301000030;INDNEGOCIO;7;23;20250305;0;98.23;REG;;78.77;5.96;0;0;0;0;0;13.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;301000030;INDNEGOCIO;7;24;20250405;0;98.21;REG;;81.35;3.36;0;0;0;0;0;13.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009568;CONSTRNEG;7;1;20230824;2;5381.21;REG;;0;5359.71;0;0;0;0;0;21.5;5359.71;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009568;CONSTRNEG;7;2;20230925;2;1265.88;REG;;654.33;503.69;0;0;0;0;0;107.86;503.69;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009568;CONSTRNEG;7;3;20231024;2;1253.02;REG;;722.14;435.88;0;0;0;0;0;95;435.88;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009568;CONSTRNEG;7;4;20231124;2;1229.1;REG;;715.08;442.94;0;0;0;0;0;71.08;442.94;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009568;CONSTRNEG;7;5;20231225;2;1206.89;REG;;738.33;419.69;0;0;0;0;0;48.87;419.69;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009568;CONSTRNEG;7;6;20240124;2;1184.32;REG;;775.29;382.73;0;0;0;0;0;26.3;382.73;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009568;CONSTRNEG;7;7;20240224;1;1179.52;REG;;787.54;370.48;0;0;0;0;0;21.5;70.79;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009568;CONSTRNEG;7;8;20240325;0;1179.52;REG;;824.44;333.58;0;0;0;0;0;21.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009568;CONSTRNEG;7;9;20240424;0;1179.52;REG;;850.37;307.65;0;0;0;0;0;21.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009568;CONSTRNEG;7;10;20240524;0;1179.52;REG;;877.11;280.91;0;0;0;0;0;21.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009568;CONSTRNEG;7;11;20240624;0;1179.52;REG;;896.11;261.91;0;0;0;0;0;21.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009568;CONSTRNEG;7;12;20240724;0;1179.52;REG;;932.88;225.14;0;0;0;0;0;21.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009568;CONSTRNEG;7;13;20240824;0;1179.52;REG;;955.58;202.44;0;0;0;0;0;21.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009568;CONSTRNEG;7;14;20240924;0;1179.52;REG;;986.65;171.37;0;0;0;0;0;21.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009568;CONSTRNEG;7;15;20241024;0;1179.52;REG;;1023.29;134.73;0;0;0;0;0;21.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009568;CONSTRNEG;7;16;20241125;0;1179.52;REG;;1048.52;109.5;0;0;0;0;0;21.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009568;CONSTRNEG;7;17;20241224;0;1179.52;REG;;1090.8;67.22;0;0;0;0;0;21.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009568;CONSTRNEG;7;18;20250124;0;1179.5;REG;;1121.54;36.46;0;0;0;0;0;21.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;102010053;CREDIND;7;1;20230923;3;0;REG;;0;544.26;0;0;97.97;0;0;63.5;0;0;0;544.26;0;0;97.97;0;0;63.5;20231025;20231025
20240130;102010053;CREDIND;7;2;20231023;3;0;REG;;303.01;53.97;0;0;9.71;0;0;64.56;0;0;303.01;53.97;0;0;9.71;0;0;64.56;20231025;20231025
20240130;102010053;CREDIND;7;3;20231123;2;469.63;REG;;331.39;38.91;0;0;7;0;0;92.33;38.91;7;0;0;0;0;0;0;0;0;19000101;
20240130;102010053;CREDIND;7;4;20231223;2;454.5;REG;;365.6;19.73;0;0;3.55;0;0;65.62;19.73;3.55;0;0;0;0;0;0;0;0;19000101;
20240130;102009147;CONSTRNEG;7;1;20230614;2;1773.87;REG;;0;1763.37;0;0;0;0;0;10.5;1763.37;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009147;CONSTRNEG;7;2;20230714;2;603.76;REG;;325.69;205.45;0;0;0;0;0;72.62;205.45;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009147;CONSTRNEG;7;3;20230814;2;595.71;REG;;328.62;202.52;0;0;0;0;0;64.57;202.52;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009147;CONSTRNEG;7;4;20230914;2;587.16;REG;;338.59;192.55;0;0;0;0;0;56.02;192.55;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009147;CONSTRNEG;7;5;20231014;2;578.36;REG;;354.83;176.31;0;0;0;0;0;47.22;176.31;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009147;CONSTRNEG;7;6;20231114;2;568.59;REG;;359.63;171.51;0;0;0;0;0;37.45;171.51;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009147;CONSTRNEG;7;7;20231214;2;558.56;REG;;375.8;155.34;0;0;0;0;0;27.42;155.34;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009147;CONSTRNEG;7;8;20240115;2;547.04;REG;;377.06;154.08;0;0;0;0;0;15.9;154.08;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009147;CONSTRNEG;7;9;20240214;1;541.64;REG;;397.9;133.24;0;0;0;0;0;10.5;66.13;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009147;CONSTRNEG;7;10;20240314;0;541.64;REG;;413.69;117.45;0;0;0;0;0;10.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009147;CONSTRNEG;7;11;20240415;0;541.64;REG;;414.31;116.83;0;0;0;0;0;10.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009147;CONSTRNEG;7;12;20240514;0;541.64;REG;;437.17;93.97;0;0;0;0;0;10.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009147;CONSTRNEG;7;13;20240614;0;541.64;REG;;443.85;87.29;0;0;0;0;0;10.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009147;CONSTRNEG;7;14;20240715;0;541.64;REG;;457.32;73.82;0;0;0;0;0;10.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009147;CONSTRNEG;7;15;20240814;0;541.64;REG;;473.16;57.98;0;0;0;0;0;10.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009147;CONSTRNEG;7;16;20240914;0;541.64;REG;;485.55;45.59;0;0;0;0;0;10.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009147;CONSTRNEG;7;17;20241014;0;541.64;REG;;501.3;29.84;0;0;0;0;0;10.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009147;CONSTRNEG;7;18;20241114;0;541.67;REG;;515.53;15.64;0;0;0;0;0;10.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;1;20230322;2;935.43;REG;;0;931.93;0;0;0;0;0;3.5;931.93;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;2;20230424;2;181.3;REG;;26.29;140.29;0;0;0;0;0;14.72;140.29;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;3;20230522;2;187.79;REG;;49.03;117.55;0;0;0;0;0;21.21;117.55;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;4;20230622;2;181.22;REG;;38.34;128.24;0;0;0;0;0;14.64;128.24;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;5;20230722;2;181.63;REG;;44.22;122.36;0;0;0;0;0;15.05;122.36;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;6;20230822;2;179.74;REG;;42.03;124.55;0;0;0;0;0;13.16;124.55;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;7;20230922;2;177.88;REG;;43.9;122.68;0;0;0;0;0;11.3;122.68;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;8;20231022;2;177.08;REG;;49.84;116.74;0;0;0;0;0;10.5;116.74;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;9;20231122;2;174.91;REG;;48.08;118.5;0;0;0;0;0;8.33;118.5;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;10;20231222;2;173.2;REG;;54.06;112.52;0;0;0;0;0;6.62;112.52;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;11;20240122;2;170.64;REG;;52.64;113.94;0;0;0;0;0;4.06;113.94;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;12;20240222;1;170.08;REG;;54.99;111.59;0;0;0;0;0;3.5;28.32;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;13;20240322;0;170.08;REG;;64.63;101.95;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;14;20240422;0;170.08;REG;;60.32;106.26;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;15;20240522;0;170.08;REG;;66.43;100.15;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;16;20240622;0;170.08;REG;;65.98;100.6;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;17;20240722;0;170.08;REG;;72.14;94.44;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;18;20240822;0;170.08;REG;;72.14;94.44;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;19;20240922;0;170.08;REG;;75.36;91.22;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;20;20241022;0;170.08;REG;;81.61;84.97;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;21;20241122;0;170.08;REG;;82.36;84.22;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;22;20241222;0;170.08;REG;;88.69;77.89;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;23;20250122;0;170.08;REG;;89.99;76.59;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;24;20250222;0;170.08;REG;;94;72.58;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;25;20250322;0;170.08;REG;;104.95;61.63;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;26;20250422;0;170.08;REG;;102.88;63.7;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;27;20250522;0;170.08;REG;;109.42;57.16;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;28;20250622;0;170.08;REG;;112.35;54.23;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;29;20250722;0;170.08;REG;;118.98;47.6;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;30;20250822;0;170.08;REG;;122.67;43.91;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;31;20250922;0;170.08;REG;;128.14;38.44;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;32;20251022;0;170.08;REG;;134.94;31.64;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;33;20251122;0;170.08;REG;;139.88;26.7;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;34;20251222;0;170.08;REG;;146.79;19.79;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;35;20260122;0;170.08;REG;;152.67;13.91;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002475;INDNEGOCIO;7;36;20260222;0;169.86;REG;;159.26;7.1;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002010;CREDIND;7;1;20220825;2;631.86;REG;;454.73;107.23;0;0;19.3;0;0;316.84;0;0;109.97;107.23;0;0;19.3;0;0;29.74;19000101;20220922
20240130;103002010;CREDIND;7;2;20221215;2;926.4;REG;;370.38;392.49;0;0;17.64;0;0;268.32;301.2;0;0;91.29;0;0;17.64;0;0;13.5;19000101;20220922
20240130;103002010;CREDIND;7;3;20230116;2;1301.83;REG;;734.2;84.17;0;0;0;0;0;483.46;84.17;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002010;CREDIND;7;4;20230215;2;1300.62;REG;;785.45;40.72;0;0;0;0;0;474.45;40.72;0;0;0;0;0;0;0;0;0;19000101;
20240130;103003252;CREDMUJSOL;7;1;20240124;3;618.87;REG;;1900;0;0;0;0;0;0;0;0;0;1900;0;0;0;0;0;0;0;20231120;20231120
20240130;103003252;CREDMUJSOL;7;2;20240224;1;400.67;REG;;201.04;535;0;0;0;0;0;283.5;464.22;0;0;0;0;0;0;0;0;0;19000101;
20240130;103003252;CREDMUJSOL;7;3;20240325;0;400.67;REG;;216.77;82.44;0;0;0;0;0;101.46;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103003252;CREDMUJSOL;7;4;20240424;0;400.67;REG;;230.52;76.27;0;0;0;0;0;93.88;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103003252;CREDMUJSOL;7;5;20240524;0;400.67;REG;;245.14;69.72;0;0;0;0;0;85.81;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103003252;CREDMUJSOL;7;6;20240624;0;400.67;REG;;258.57;64.87;0;0;0;0;0;77.23;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103003252;CREDMUJSOL;7;7;20240724;0;400.67;REG;;277.1;55.39;0;0;0;0;0;68.18;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103003252;CREDMUJSOL;7;8;20240824;0;400.67;REG;;293.07;49.12;0;0;0;0;0;58.48;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103003252;CREDMUJSOL;7;9;20240924;0;400.67;REG;;311.95;40.5;0;0;0;0;0;48.22;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103003252;CREDMUJSOL;7;10;20241024;0;400.67;REG;;333.06;30.31;0;0;0;0;0;37.3;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103003252;CREDMUJSOL;7;11;20241125;0;400.67;REG;;352.77;22.25;0;0;0;0;0;25.65;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;103003252;CREDMUJSOL;7;12;20241224;0;403.75;REG;;380.01;10.44;0;0;0;0;0;13.3;0;0;0;0;0;0;0;0;0;0;19000101;
20240130;102010054;CREDIND;7;1;20230923;2;582.76;REG;;0;544.26;0;0;0;0;0;38.5;544.26;0;0;0;0;0;0;0;0;0;19000101;
20240130;102010054;CREDIND;7;2;20231023;2;447.95;REG;;303.01;53.97;0;0;0;0;0;90.97;53.97;0;0;0;0;0;0;0;0;0;19000101;
20240130;102010054;CREDIND;7;3;20231123;2;437.63;REG;;331.39;38.91;0;0;0;0;0;67.33;38.91;0;0;0;0;0;0;0;0;0;19000101;
20240130;102010054;CREDIND;7;4;20231223;2;425.95;REG;;365.6;19.73;0;0;0;0;0;40.62;19.73;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009570;INDNEGOCIO;7;1;20230821;2;785.43;REG;;0;771.93;0;0;0;0;0;13.5;771.93;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009570;INDNEGOCIO;7;2;20230921;2;330.22;REG;;205.34;64.22;0;0;0;0;0;60.66;64.22;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009570;INDNEGOCIO;7;3;20231021;2;321.44;REG;;218.55;51.01;0;0;0;0;0;51.88;51.01;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009570;INDNEGOCIO;7;4;20231121;2;311.06;REG;;229;40.56;0;0;0;0;0;41.5;40.56;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009570;INDNEGOCIO;7;5;20231221;2;300.26;REG;;242.7;26.86;0;0;0;0;0;30.7;26.86;0;0;0;0;0;0;0;0;0;19000101;
20240130;102009570;INDNEGOCIO;7;6;20240122;2;286.71;REG;;254.91;14.7;0;0;0;0;0;17.1;14.7;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002622;CONSTRNEG;7;1;20230504;2;9461.87;REG;;0;9391.87;0;0;0;0;0;70;9391.87;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002622;CONSTRNEG;7;2;20230605;2;4494.39;REG;;2819.58;1310.58;0;0;0;0;0;364.23;1310.58;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002622;CONSTRNEG;7;3;20230704;2;4473.46;REG;;2979.21;1150.95;0;0;0;0;0;343.3;1150.95;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002622;CONSTRNEG;7;4;20230804;2;4431.17;REG;;2939.96;1190.2;0;0;0;0;0;301.01;1190.2;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002622;CONSTRNEG;7;5;20230904;2;4392.7;REG;;2980.09;1150.07;0;0;0;0;0;262.54;1150.07;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002622;CONSTRNEG;7;6;20231004;2;4358.28;REG;;3056.79;1073.37;0;0;0;0;0;228.12;1073.37;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002622;CONSTRNEG;7;7;20231104;2;4316.74;REG;;3062.49;1067.67;0;0;0;0;0;186.58;1067.67;0;0;0;0;0;0;0;0;0;19000101;
20240130;103002622;CONSTRNEG;7;8;20231204;2;4278.25;REG;;3137.6;992.56;0;0;0;0;0;148.09;992.56;0;0;0;0;0;0;0;0;0;19000101;
